campaign_id,title,edge_family,definition_path,authored_status,authored_decision,governance_contract_version,lifecycle_state,lifecycle_reason,variant_count,attempt_count,run_count,latest_updated_at
es_chicagofed_cfnai_activity_pullback,ES Chicago Fed CFNAI Activity Pullback,,research/campaigns/archive/es_chicagofed_cfnai_activity_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_connors_rsi2_mean_reversion,,,research/campaigns/archive/es_connors_rsi2_mean_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_consumer_sentiment_state_intraday,ES Consumer Sentiment State Intraday,,research/campaigns/archive/es_consumer_sentiment_state_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_credit_etf_orderflow_risk_appetite,ES Credit ETF Orderflow Risk-Appetite,,research/campaigns/archive/es_credit_etf_orderflow_risk_appetite/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_daily_reversal_orderflow_confirmation,ES Daily Reversal With Aggregate Orderflow Confirmation,,research/campaigns/archive/es_daily_reversal_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_daily_short_term_reversal,ES Daily Short-Term Return Reversal,,research/campaigns/archive/es_daily_short_term_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_daily_time_series_momentum,ES Daily Time-Series Momentum,,research/campaigns/archive/es_daily_time_series_momentum/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_day_of_week_seasonality,ES Day-of-Week Seasonality,,research/campaigns/archive/es_day_of_week_seasonality/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_default_spread_orderflow_risk_premium,ES Default-Spread Orderflow Risk-Premium,,research/campaigns/archive/es_default_spread_orderflow_risk_premium/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_dollar_risk_appetite_intraday,ES Dollar Risk-Appetite Intraday Spillover,,research/campaigns/archive/es_dollar_risk_appetite_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_ema_pullback_orderflow_continuation,ES EMA Pullback Continuation With Aggregate Orderflow,ema_pullback_orderflow_continuation,research/campaigns/archive/es_ema_pullback_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_emv_macro_news_intraday,ES EMV Macro-News Intraday,,research/campaigns/archive/es_emv_macro_news_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_epu_policy_uncertainty_intraday,ES Daily Economic Policy Uncertainty Intraday,,research/campaigns/archive/es_epu_policy_uncertainty_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_example_liquidity_reversal,Es Example Liquidity Reversal,liquidity_reversal,research/campaigns/active/es_example_liquidity_reversal/campaign.yaml,authored_for_testing,,2,active,no terminal campaign decision is recorded,5,1,0,
es_extreme_vol_filtered_mes_trend_pullback_crowding,Extreme-Volatility-Filtered MES Trend-Pullback Crowding Reversion,mes_participation_crowding_trend_pullback_extreme_volatility_veto,research/campaigns/archive/es_extreme_vol_filtered_mes_trend_pullback_crowding/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,10,0,
es_finra_margin_leverage,ES FINRA Margin Leverage State,,research/campaigns/archive/es_finra_margin_leverage/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_fomc_pre_announcement_drift,,,research/campaigns/archive/es_fomc_pre_announcement_drift/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_footprint_absorption_initiation,ES Footprint Absorption Followed By Initiation,footprint_absorption_initiation,research/campaigns/archive/es_footprint_absorption_initiation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_gao_last_half_hour_orderflow_confirmation,ES Gao last-half-hour continuation with aggregate orderflow confirmation,last_half_hour_orderflow_confirmed_intraday_momentum,research/campaigns/archive/es_gao_last_half_hour_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,17,0,
es_halloween_seasonal_premium,,,research/campaigns/archive/es_halloween_seasonal_premium/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_high_semivariance_mes_trend_pullback_crowding,High-Semivariance MES Crowding Trend-Pullback Reversion,mes_participation_crowding_trend_pullback_high_downside_semivariance,research/campaigns/archive/es_high_semivariance_mes_trend_pullback_crowding/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_import_export_price_pressure,ES Import/Export Price Pressure Orderflow Confirmation,,research/campaigns/archive/es_import_export_price_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_impulse_pause_orderflow_continuation,ES impulse-pause breakout continuation with aggregate orderflow confirmation,impulse_pause_orderflow_continuation,research/campaigns/archive/es_impulse_pause_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,12,0,
es_intraday_capitulation_orderflow_reversion,ES Intraday Capitulation Orderflow Reversion,,research/campaigns/archive/es_intraday_capitulation_orderflow_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_intraday_invariance_dislocation_reversion,ES Intraday Trading-Invariance Dislocation Reversion,,research/campaigns/archive/es_intraday_invariance_dislocation_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_intraday_periodicity_orderflow_confirmation,ES Intraday Periodicity With Aggregate Orderflow Confirmation,,research/campaigns/archive/es_intraday_periodicity_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_intraday_periodicity_persistence,ES Intraday Periodicity Persistence,,research/campaigns/archive/es_intraday_periodicity_persistence/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_key_reversal_orderflow_reversal,ES prior-bar key reversal with aggregate orderflow confirmation,key_reversal_orderflow_reversal,research/campaigns/archive/es_key_reversal_orderflow_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_large200_delayed_aoi_confirmation,ES Large200 Delayed AOI Confirmation,large_record_delayed_confirmation_at_market_generated_and_true_vap_aois,research/campaigns/archive/es_large200_delayed_aoi_confirmation/campaign.yaml,,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,8,0,0,
es_large200_record_aoi_profile_reaction,ES Large200 Record AOI Profile Reaction,sierra_large_record_aoi_profile_absorption_reaction,research/campaigns/archive/es_large200_record_aoi_profile_reaction/campaign.yaml,,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,0,0,
es_late_day_intraday_momentum,ES Late-Day Market Intraday Momentum,,research/campaigns/archive/es_late_day_intraday_momentum/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_leveraged_etf_rebalance_pressure,ES Leveraged ETF Rebalance Pressure,,research/campaigns/archive/es_leveraged_etf_rebalance_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_low_toxicity_aoi_false_breakout,ES Low-Toxicity AOI False Breakout,low_toxicity_false_breakouts_at_market_generated_and_true_vap_aois,research/campaigns/archive/es_low_toxicity_aoi_false_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_low_toxicity_orderflow_extension_fade,ES Low-Toxicity Orderflow Extension Fade,,research/campaigns/archive/es_low_toxicity_orderflow_extension_fade/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_market_plumbing_liquidity_capacity,ES Market Plumbing Liquidity Capacity,,research/campaigns/archive/es_market_plumbing_liquidity_capacity/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_market_structure_pivot_trend_bias,ES completed swing-pivot multi-timeframe market-structure trend bias,market_structure_pivot_trend_bias,research/campaigns/archive/es_market_structure_pivot_trend_bias/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_mes_aligned_flow_continuation,ES/MES aligned-flow intraday continuation,es_mes_cross_contract_confirmation_continuation,research/campaigns/archive/es_mes_aligned_flow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_mes_crowding_aoi_trap_reversion,ES MES Crowding AOI Trap Reversion,mes_smaller_contract_crowding_at_market_generated_and_true_vap_aois,research/campaigns/archive/es_mes_crowding_aoi_trap_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_mes_footprint_liquidity_sweep_reversion,ES MES Footprint Liquidity Sweep Reversion,rolling_liquidity_sweep_reversion_with_mes_crowding_and_footprint_absorption,research/campaigns/archive/es_mes_footprint_liquidity_sweep_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_mes_lead_lag_catchup,ES/MES lead-lag catch-up,,research/campaigns/archive/es_mes_lead_lag_catchup/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_mes_micro_flow_divergence_reversion,,,research/campaigns/archive/es_mes_micro_flow_divergence_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,24,0,
es_mes_participation_crowding_reversion,ES/MES Participation Crowding Reversion,,research/campaigns/archive/es_mes_participation_crowding_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_mes_trend_aoi_pullback,ES MES Trend AOI Pullback,trend_aligned_mes_crowding_pullbacks_at_market_generated_and_true_vap_aois,research/campaigns/archive/es_mes_trend_aoi_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_midday_range_orderflow_breakout,ES midday range breakout with aggregate orderflow confirmation,midday_range_orderflow_breakout,research/campaigns/archive/es_midday_range_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_monthly_opex_pressure,,,research/campaigns/archive/es_monthly_opex_pressure/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_morning_orderflow_momentum_continuation,ES morning orderflow momentum continuation,opening_window_price_action_confirmed_by_aggregate_orderflow_continuation,research/campaigns/archive/es_morning_orderflow_momentum_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_morning_trend_lunch_reversal_orderflow,ES Morning Trend Lunch Reversal With Aggregate Orderflow,morning_trend_lunch_reversal_orderflow,research/campaigns/archive/es_morning_trend_lunch_reversal_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_naaim_exposure_sentiment,ES NAAIM Active-Manager Exposure Sentiment,,research/campaigns/archive/es_naaim_exposure_sentiment/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_nq_confirming_vap_aoi_breakout,ES NQ-Confirming VAP AOI Breakout Continuation,cross_index_confirmation_vap_aoi_breakout_continuation,research/campaigns/archive/es_nq_confirming_vap_aoi_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_nq_cross_index_lead_lag,,,research/campaigns/archive/es_nq_cross_index_lead_lag/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_nq_nonconfirming_vap_aoi_trap,ES NQ-Nonconfirming VAP AOI Trap Reversion,cross_index_nonconfirmation_vap_aoi_trap_reversion,research/campaigns/archive/es_nq_nonconfirming_vap_aoi_trap/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_nq_relative_value_orderflow_absorption_reversion,ES/NQ Relative-Value Reversion With ES Orderflow Absorption,cross_index_relative_value_orderflow_absorption_reversion,research/campaigns/archive/es_nq_relative_value_orderflow_absorption_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_nq_relative_value_reversion,ES/NQ cross-index relative-value reversion,,research/campaigns/archive/es_nq_relative_value_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_nq_semivariance_filtered_relative_value_absorption,ES/NQ Relative-Value Absorption Reversion Filtered By Prior Semivariance Regime,relative_value_orderflow_absorption_filtered_by_realized_semivariance,research/campaigns/archive/es_nq_semivariance_filtered_relative_value_absorption/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_nyfed_rrp_liquidity_state,ES NY Fed reverse-repo liquidity state,funding_liquidity_state_rrp_balance_sheet_channel,research/campaigns/archive/es_nyfed_rrp_liquidity_state/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_ofr_financial_stress_intraday,ES OFR Financial Stress Intraday,,research/campaigns/archive/es_ofr_financial_stress_intraday/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_oil_price_shock_spillover,ES Oil Price Shock Spillover,,research/campaigns/archive/es_oil_price_shock_spillover/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,16,0,
es_opening_drive_inventory_absorption,ES opening-drive inventory absorption,opening_drive_inventory_absorption,research/campaigns/archive/es_opening_drive_inventory_absorption/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_opening_drive_mes_crowding_reversal,ES opening-drive failed-extension reversal with MES participation crowding,opening_drive_mes_crowding_reversal,research/campaigns/archive/es_opening_drive_mes_crowding_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_drive_vwap_orderflow_pullback,ES Opening-Drive VWAP Orderflow Pullback,,research/campaigns/archive/es_opening_drive_vwap_orderflow_pullback/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_gap_orderflow_absorption_fade,ES Opening Gap Orderflow Absorption Fade,opening_gap_orderflow_absorption_fade,research/campaigns/archive/es_opening_gap_orderflow_absorption_fade/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_gap_orderflow_continuation,ES opening gap hold continuation with aggregate orderflow,opening_gap_orderflow_continuation,research/campaigns/archive/es_opening_gap_orderflow_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_range_failed_breakout_orderflow,ES opening-range failed breakout reclaim with aggregate orderflow,opening_range_failed_breakout_orderflow,research/campaigns/archive/es_opening_range_failed_breakout_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_opening_range_failed_breakout_trend_orderflow,ES trend-filtered opening-range failed breakout reclaim with aggregate orderflow,opening_range_failed_breakout_trend_orderflow,research/campaigns/archive/es_opening_range_failed_breakout_trend_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_range_nq_orderflow_breakout,ES opening-range breakout with NQ leadership and ES aggregate orderflow confirmation,opening_range_nq_orderflow_breakout,research/campaigns/archive/es_opening_range_nq_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_range_orderflow_breakout,ES opening-range breakout with aggregate orderflow confirmation,opening_range_orderflow_breakout,research/campaigns/archive/es_opening_range_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_range_retest_orderflow,ES opening-range break-and-retest with aggregate orderflow,opening_range_retest_orderflow,research/campaigns/archive/es_opening_range_retest_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_range_trend_orderflow_breakout,ES trend-filtered opening-range breakout with aggregate orderflow confirmation,opening_range_trend_orderflow_breakout,research/campaigns/archive/es_opening_range_trend_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_opening_vap_absorption_reaction,ES Opening VAP Absorption Reaction,opening_vap_orderflow_absorption_reaction,research/campaigns/archive/es_opening_vap_absorption_reaction/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,8,8,0,
es_opening_vap_large200_acceptance,ES Opening VAP Large-200 Acceptance,opening_vap_large_record_acceptance,research/campaigns/archive/es_opening_vap_large200_acceptance/campaign.yaml,,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,5,1,0,
es_orderflow_absorption_exhaustion_reversal,ES Orderflow Absorption Exhaustion Reversal,,research/campaigns/archive/es_orderflow_absorption_exhaustion_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,14,0,
es_orderflow_impulse_reversal,ES Orderflow-Impulse Reversal,orderflow_impulse_reversal,research/campaigns/archive/es_orderflow_impulse_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_overnight_drift_european_open,ES Overnight Drift Around European Open,overnight_drift_european_open,research/campaigns/archive/es_overnight_drift_european_open/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_overnight_intraday_reversal,,,research/campaigns/archive/es_overnight_intraday_reversal/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,13,0,
es_overnight_inventory_sweep_reversion,ES Overnight Inventory Sweep Reversion,,research/campaigns/archive/es_overnight_inventory_sweep_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_overnight_range_compression_orderflow_breakout,ES Overnight Range Compression Orderflow Breakout,overnight_range_compression_breakout_with_aggregate_orderflow,research/campaigns/archive/es_overnight_range_compression_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_overnight_return_late_day_momentum,ES Overnight Return Late-Day Momentum,,research/campaigns/archive/es_overnight_return_late_day_momentum/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_overnight_vap_footprint_trap_reversion,ES Overnight VAP Footprint Trap Reversion,overnight_aoi_true_vap_footprint_absorption_trap_reversion,research/campaigns/archive/es_overnight_vap_footprint_trap_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_overnight_vap_orderflow_breakout_continuation,ES Overnight VAP Orderflow Breakout Continuation,overnight_aoi_true_vap_orderflow_breakout_continuation,research/campaigns/archive/es_overnight_vap_orderflow_breakout_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,5,0,
es_pdh_pdl_vap_absorption_sweep,ES PDH/PDL Developing VAP Absorption Sweep,intraday_range_sweep_developing_vap_absorption,research/campaigns/archive/es_pdh_pdl_vap_absorption_sweep/campaign.yaml,,FAIL,0,closed,authored or generated campaign decision is terminal FAIL,1,3,3,2026-06-26T20:59:13
es_pivot_filtered_mes_participation_crowding_reversion,ES MES participation crowding reversion filtered by completed pivot market structure,,research/campaigns/archive/es_pivot_filtered_mes_participation_crowding_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_pivot_filtered_opening_range_orderflow_breakout,ES opening-range orderflow breakout filtered by completed pivot market structure,,research/campaigns/archive/es_pivot_filtered_opening_range_orderflow_breakout/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_pivot_filtered_prior_value_area_acceptance,ES prior value-area acceptance filtered by completed pivot market structure,,research/campaigns/archive/es_pivot_filtered_prior_value_area_acceptance/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_pivot_filtered_vwap_pullback_continuation,ES VWAP pullback continuation filtered by completed pivot market structure,,research/campaigns/archive/es_pivot_filtered_vwap_pullback_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_preholiday_effect,,,research/campaigns/archive/es_preholiday_effect/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_day_stop_run_reclaim,ES Prior-Day Stop-Run Reclaim,,research/campaigns/archive/es_prior_day_stop_run_reclaim/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_level_delta_dislocation,ES Prior-Level Delta Dislocation,,research/campaigns/archive/es_prior_level_delta_dislocation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_lvn_orderflow_rejection,ES Prior-Session LVN Orderflow Rejection,,research/campaigns/archive/es_prior_lvn_orderflow_rejection/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_prior_poc_orderflow_magnet,ES Prior POC Orderflow Magnet,,research/campaigns/archive/es_prior_poc_orderflow_magnet/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,11,0,
es_prior_session_benchmark_orderflow_reaction,ES Prior-Session Benchmark Open/Close Orderflow Reaction,,research/campaigns/archive/es_prior_session_benchmark_orderflow_reaction/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_session_breakout_orderflow_confirmation,ES prior-session level breakout continuation with aggregate orderflow confirmation,prior_session_level_breakout_orderflow_confirmation,research/campaigns/archive/es_prior_session_breakout_orderflow_confirmation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_session_flip_retest_orderflow,ES prior-session support/resistance flip retest with aggregate orderflow,prior_session_sr_flip_retest_orderflow,research/campaigns/archive/es_prior_session_flip_retest_orderflow/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_session_ibs_reversion,,,research/campaigns/archive/es_prior_session_ibs_reversion/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,16,0,
es_prior_session_level_breakout_continuation,ES Prior-Session Level Breakout Continuation,,research/campaigns/archive/es_prior_session_level_breakout_continuation/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_value_area_orderflow_acceptance,ES Prior Value-Area Orderflow Acceptance,,research/campaigns/archive/es_prior_value_area_orderflow_acceptance/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
es_prior_value_area_orderflow_rejection,ES Prior Value-Area Orderflow Rejection,prior_value_area_orderflow_rejection,research/campaigns/archive/es_prior_value_area_orderflow_rejection/campaign.yaml,,,0,review_queue,historical terminal verdicts are soft-archived because mechanics were not manually reviewed,5,15,0,
